"PhiloteId","Comment"
"a3f2e1d0-1b2c-4a5b-8c9d-0e1f2a3b4c5d","<sql-script-file>"
"b4e3f2c1-2c3d-4b6c-9d0e-1f2a3b4c5d6e","<batch>"
"c5d4e3b2-3d4e-4c7d-ae1f-2a3b4c5d6e7f","<go-separator>"
"d6c5d4a3-4e5f-4d8e-bf20-3b4c5d6e7f80","<use-statement>"
"e7b6c5f4-5f60-4e9f-c031-4c5d6e7f8091","<set-option-statement>"
"f8a7d6e5-6071-4f0a-d142-5d6e7f809102","<single-line-comment>"
"09b8e7f6-7182-4a1b-e253-6e7f8091a234","<block-comment>"
"1ac9f8e7-8293-4b2c-f364-7f8091ab2345","<separator-comment-block>"
"2bdae9f8-93a4-4c3d-a475-8091a2bc3456","<object-existence-guard>"
"3cebfa09-a4b5-4d4e-b586-91a2b3cd4567","<declare-statement>"
"4dfc0b1a-b5c6-4e5f-c697-a2b3c4de5678","<set-variable-statement>"
"5e0d1c2b-c6d7-4f60-d7a8-b3c4d5ef6789","<select-from-order-statement>"
"70a3e4d4-e8f9-4182-f9ca-d5e6f7a14901","<function-parameter>"
"81b4f5e5-f9a0-4293-aadb-e6f7081b5a12","<returns-table-clause>"
"6f1e2d3c-d7e8-4071-e8b9-c4d5e6f07890","<create-function-tvf-statement>"
"92c5a6f6-0ab1-43a4-bbec-f7081c2c6b23","<cte-clause>"
"a3d6b7e7-1bc2-44b5-ccfd-081d2d3d7c34","<insert-into-select-statement>"
"b4e7c8f8-2cd3-45c6-ddae-192e3e4e8d45","<case-when-expression>"
"c5f8d9a9-3de4-46d7-eebf-2a3f4f5f9e56","<query-hint-clause>"
"091cdecd-7128-4abb-22f3-6e7383939290","<return-statement>"
"d6e9eaba-4ef5-47e8-ffc0-3b405060af67","<create-table-statement>"
"e7fabcbb-5f06-48f9-00d1-4c5161717078","<column-definition>"
"f80bcdcc-6017-49ea-11e2-5d6272828189","<inline-table-constraint>"
