"PhiloteId","Comment"
"4f6dbde9-52f2-4d3f-82a1-7b9f3a6c4d85","<cs-source-file>"
"8b9e0f19-5272-4c1f-90db-e1e6b0c5d3f2","<using-directive>"
"d3f0f6b9-1eae-4a8d-9a6f-5d8f2410c8a4","<namespace-block-declaration>"
"2f4a8073-b7c8-432e-aac7-65f6063a1e2a","<single-line-comment>"
"0fbb4f0d-917d-4b60-8db1-9d9e3de5712f","<access-modifier>"
"a4efb6e5-58f0-4603-94ae-45b62c323d0b","<type-parameter-list>"
"8ad77df8-8366-40f8-99b5-ff2a2a8d5da9","<type-constraint-clause>"
"3e8eac46-1e1a-4b80-a5f1-406cc6f5d0f1","<base-type-list>"
"b7f87746-72af-4632-9dd9-05f833b3a8e8","<type-reference>"
"6a972b5b-5da7-4a73-b5d6-564e1b305a0b","<interface-declaration>"
"6d2e4c24-4f59-487f-9e6d-2e65f97a6dd0","<property-declaration>"
"2c75c902-3a6c-4c28-8f0f-1b8d6f45fefa","<attribute-list>"
"5c1f93b8-6db5-4aaf-94ef-7b3d8b8a9d3a","<class-declaration>"
"1b5b9a87-9b4b-4d64-8720-3d7d8f3a6f5e","<record-declaration>"
"c81c5942-0918-42b4-bc4c-1b1c9e7192cb","<field-declaration>"
"0e7a4a44-71d4-46cd-8bf1-ff7e1aa02a8d","<parameter-list>"
"a8234b2e-17dc-4b18-9d6d-2f8ed2f4123c","<constructor-declaration>"
"cb1f3a32-bf40-4b35-97cf-36e5c8b08e31","<method-declaration>"
